0.5 0.495 0.49 0.485 0.48 0.475 0.47 0.465 0.46 0.455 0.45 0.445 0.44 0.435 0.43 0.425 0.42 0.415 0.41
0.42124 0.411761 0.40071 0.389773 0.378046 0.364729 0.351797 0.338134 0.322644 0.294388 0.252117 0.198558 0.139353 0.051348 0.0154952 0.00213249 0.0002513 5.11259e-05 8.34934e-06 
