0.46 0.455 0.45 0.445 0.44 0.435 0.43 0.425 0.42 0.415 0.41 0.405 0.4 
0.332333 0.317886 0.303438 0.287684 0.26745 0.245614 0.212212 0.170859 0.105201 0.0475571 0.0177291 0.00790713 0.00281761 
