epsilon  0.3 0.305 0.31 0.315 0.32 0.325 0.33 0.335 0.34 0.345 0.35 0.355 0.36 0.365 0.37 0.375 0.38 0.385 0.39 0.395 0.4 0.405 0.41 0.415 0.42 0.425 0.43 0.435 0.44 0.445 0.45 0.455 0.46 0.465 0.47 0.475 0.48 0.485 0.49 0.495 0.5
10 9.9992e-08 0 0 1.49988e-06 2.39981e-06 9.39925e-06 3.44972e-05 4.88961e-05 0.000190776 0.000304711 0.000917609 0.00176996 0.0041626 0.00588302 0.0104762 0.017927 0.0254714 0.0407828 0.0531653 0.0776488 0.104969 0.105071 0.153573 0.179142 0.197607 0.226304 0.24995 0.260759 0.281972 0.30038 0.320734 0.328655 0.339678 0.347632 0.357979 0.378663 0.386213 0.394901 0.406097 0.417129 0.428729
