epsilon  0.3 0.305 0.31 0.315 0.32 0.325 0.33 0.335 0.34 0.345 0.35 0.355 0.36 0.365 0.37 0.375 0.38 0.385 0.39 0.395 0.4 0.405 0.41 0.415 0.42 0.425 0.43 0.435 0.44 0.445 0.45 0.455 0.46 0.465 0.47 0.475 0.48 0.485 0.49 0.495 0.5
10 0 9.9992e-08 0 2.09983e-06 2.19982e-06 1.1899e-05 1.77986e-05 4.29966e-05 0.000116592 0.000398551 0.000610978 0.00148135 0.00359477 0.00504776 0.00991667 0.0166402 0.0229058 0.0434121 0.0519241 0.074174 0.0930997 0.108742 0.150662 0.178399 0.201106 0.215487 0.240248 0.266394 0.285033 0.295908 0.319109 0.32618 0.339942 0.357376 0.368086 0.377244 0.385668 0.394092 0.407195 0.414662 0.430528
