epsilon  0.3 0.305 0.31 0.315 0.32 0.325 0.33 0.335 0.34 0.345 0.35 0.355 0.36 0.365 0.37 0.375 0.38 0.385 0.39 0.395 0.4 0.405 0.41 0.415 0.42 0.425 0.43 0.435 0.44 0.445 0.45 0.455 0.46 0.465 0.47 0.475 0.48 0.485 0.49 0.495 0.5
10 0 0 1.99984e-07 1.99984e-07 1.59987e-06 6.69946e-06 3.00976e-05 8.86929e-05 0.00013697 0.000494998 0.000660989 0.00157742 0.00368262 0.00718456 0.00988043 0.0195185 0.0262019 0.0355479 0.0625068 0.0685278 0.0990939 0.112581 0.145531 0.190841 0.19297 0.222236 0.23684 0.263688 0.281733 0.298911 0.312393 0.326023 0.348251 0.349554 0.367682 0.379249 0.385941 0.400107 0.406394 0.422417 0.426543
