epsilon  0.3 0.305 0.31 0.315 0.32 0.325 0.33 0.335 0.34 0.345 0.35 0.355 0.36 0.365 0.37 0.375 0.38 0.385 0.39 0.395 0.4 0.405 0.41 0.415 0.42 0.425 0.43 0.435 0.44 0.445 0.45 0.455 0.46 0.465 0.47 0.475 0.48 0.485 0.49 0.495 0.5
10 0 1.99984e-07 0 3.99968e-07 1.69986e-06 9.9992e-06 1.44988e-05 7.47154e-05 0.00021124 0.000296702 0.000758433 0.00109905 0.00276755 0.00709036 0.0123513 0.0121301 0.0322505 0.0432346 0.0524609 0.0814693 0.106476 0.131958 0.163252 0.174518 0.198548 0.234703 0.242302 0.250231 0.283622 0.30302 0.31396 0.331617 0.338672 0.360776 0.369604 0.377995 0.386766 0.400215 0.405437 0.416568 0.431865
