epsilon  0.3 0.305 0.31 0.315 0.32 0.325 0.33 0.335 0.34 0.345 0.35 0.355 0.36 0.365 0.37 0.375 0.38 0.385 0.39 0.395 0.4 0.405 0.41 0.415 0.42 0.425 0.43 0.435 0.44 0.445 0.45 0.455 0.46 0.465 0.47 0.475 0.48 0.485 0.49 0.495 0.5
10 0 0 9.9992e-08 4.9996e-07 7.99936e-06 1.44988e-05 2.29982e-05 4.3162e-05 0.000154016 0.000459175 0.000668922 0.00198249 0.00297173 0.00488759 0.0124051 0.0153591 0.0262146 0.0365734 0.0570938 0.0881622 0.0984849 0.125417 0.151266 0.164191 0.201295 0.223465 0.239257 0.26481 0.281056 0.299142 0.314059 0.324266 0.335982 0.353573 0.359984 0.381386 0.385611 0.395578 0.40637 0.420586 0.431403
