epsilon  0.3 0.305 0.31 0.315 0.32 0.325 0.33 0.335 0.34 0.345 0.35 0.355 0.36 0.365 0.37 0.375 0.38 0.385 0.39 0.395 0.4 0.405 0.41 0.415 0.42 0.425 0.43 0.435 0.44 0.445 0.45 0.455 0.46 0.465 0.47 0.475 0.48 0.485 0.49 0.495 0.5
10 0 0 9.9992e-08 1.59987e-06 1.2999e-06 9.49924e-06 2.99976e-05 4.33965e-05 0.000174809 0.000271169 0.00112098 0.00215268 0.00357741 0.00644816 0.0106312 0.0193717 0.0232318 0.0421867 0.0524691 0.0778017 0.0952141 0.125841 0.144167 0.174348 0.20387 0.220825 0.245776 0.257868 0.286815 0.298465 0.314736 0.32613 0.336163 0.354843 0.367492 0.374431 0.390297 0.398903 0.404967 0.420701 0.431848
