epsilon  0.3 0.305 0.31 0.315 0.32 0.325 0.33 0.335 0.34 0.345 0.35 0.355 0.36 0.365 0.37 0.375 0.38 0.385 0.39 0.395 0.4 0.405 0.41 0.415 0.42 0.425 0.43 0.435 0.44 0.445 0.45 0.455 0.46 0.465 0.47 0.475 0.48 0.485 0.49 0.495 0.5
10 3.99968e-07 1.99984e-07 1.99984e-07 1.1999e-06 3.09975e-06 1.1899e-05 3.89969e-05 5.51956e-05 0.000174814 0.00034044 0.000560574 0.00145717 0.00395121 0.00779859 0.014679 0.016863 0.0296149 0.0439583 0.0519236 0.0732569 0.0994196 0.13605 0.14884 0.1817 0.190041 0.217843 0.234068 0.265776 0.284488 0.301642 0.310314 0.32335 0.348614 0.361378 0.367244 0.37703 0.389554 0.397063 0.405883 0.418218 0.427715
