0.01,0.0199,0.0298,0.0397,0.0496,0.0595,0.0694,0.0793,0.0892,0.0991,0.109,0.1189,0.1288,0.1387,0.1486,0.1585,0.1684,0.1783,0.1882,0.1981,0.208,0.2179,0.2278,0.2377,0.2476,0.2575,0.2674,0.2773,0.2872,0.2971,0.307,0.3169,0.3268,0.3367,0.3466,0.3565,0.3664,0.3763,0.3862,0.3961,0.406,0.4159,0.4258,0.4357,0.4456,0.4555,0.4654,0.4753,0.4852,0.4951,0.505,0.5149,0.5248,0.5347,0.5446,0.5545,0.5644,0.5743,0.5842,0.5941,0.604,0.6139,0.6238,0.6337,0.6436,0.6535,0.6634,0.6733,0.6832,0.6931,0.703,0.7129,0.7228,0.7327,0.742599,0.752499,0.762399,0.772299,0.782199,0.792099,0.801999,0.811899,0.821799,0.831699,0.841599,0.851499,0.861399,0.871299,0.881199,0.891099,0.900999,0.910899,0.920799,0.930699,0.940599,0.950499,0.960399,0.970299,0.980199,0.990099,0.999999
4.5e-06,3.49e-05,0.000123275,0.000241772,0.000535123,0.000911695,0.00139953,0.0019724,0.00327887,0.00425415,0.00643796,0.00737211,0.00934138,0.0115171,0.0123375,0.0157298,0.0215508,0.0250614,0.0305869,0.0337549,0.037807,0.0436404,0.0455337,0.0503118,0.0566489,0.0624613,0.0729029,0.082979,0.106829,0.0930027,0.117114,0.135522,0.129406,0.133426,0.157672,0.161565,0.157729,0.172083,0.175244,0.190395,0.225518,0.227157,0.23966,0.246168,0.27169,0.280246,0.322505,0.323349,0.334908,0.345582,0.369084,0.39342,0.377232,0.420609,0.396474,0.434824,0.406701,0.47637,0.485286,0.518539,0.531903,0.539496,0.544864,0.546559,0.584802,0.592097,0.609482,0.587772,0.613982,0.624542,0.690701,0.683056,0.687708,0.712292,0.709569,0.708945,0.738775,0.761442,0.759144,0.758242,0.781882,0.795819,0.812067,0.823529,0.835926,0.852878,0.842291,0.855021,0.887704,0.886139,0.890547,0.915423,0.916844,0.927505,0.929279,0.942431,0.953092,0.97086,0.982232,0.988628,1
